series_id,year,period,value
CUUR0000SA0,2018,M11,252.038
CUUR0000SA0,2018,M10,252.885
CUUR0000SA0,2018,M09,252.439
CUUR0000SA0,2018,M08,252.146
CUUR0000SA0,2018,M07,252.006
CUUR0000SA0,2018,M06,251.989
CUUR0000SA0,2018,M05,251.588
CUUR0000SA0,2018,M04,250.546
CUUR0000SA0,2018,M03,249.554
CUUR0000SA0,2018,M02,248.991
CUUR0000SA0,2018,M01,247.867
CUUR0000SA0,2017,M12,246.524
CUUR0000SA0,2017,M11,246.669
CUUR0000SA0,2017,M10,246.663
CUUR0000SA0,2017,M09,246.819
CUUR0000SA0,2017,M08,245.519
CUUR0000SA0,2017,M07,244.786
CUUR0000SA0,2017,M06,244.955
CUUR0000SA0,2017,M05,244.733
CUUR0000SA0,2017,M04,244.524
CUUR0000SA0,2017,M03,243.801
CUUR0000SA0,2017,M02,243.603
CUUR0000SA0,2017,M01,242.839
CUUR0000SA0,2016,M12,241.432
CUUR0000SA0,2016,M11,241.353
CUUR0000SA0,2016,M10,241.729
CUUR0000SA0,2016,M09,241.428
CUUR0000SA0,2016,M08,240.849
CUUR0000SA0,2016,M07,240.628
CUUR0000SA0,2016,M06,241.018
CUUR0000SA0,2016,M05,240.229
CUUR0000SA0,2016,M04,239.261
CUUR0000SA0,2016,M03,238.132
CUUR0000SA0,2016,M02,237.111
CUUR0000SA0,2016,M01,236.916
CUUR0000SA0,2015,M12,236.525
CUUR0000SA0,2015,M11,237.336
CUUR0000SA0,2015,M10,237.838
CUUR0000SA0,2015,M09,237.945
CUUR0000SA0,2015,M08,238.316
CUUR0000SA0,2015,M07,238.654
CUUR0000SA0,2015,M06,238.638
CUUR0000SA0,2015,M05,237.805
CUUR0000SA0,2015,M04,236.599
CUUR0000SA0,2015,M03,236.119
CUUR0000SA0,2015,M02,234.722
CUUR0000SA0,2015,M01,233.707
JTS000000000000000JOL,2024,M12,7295.0
JTS000000000000000JOL,2024,M11,7566.0
JTS000000000000000JOL,2024,M10,7379.0
JTS000000000000000JOL,2024,M09,6943.0
JTS000000000000000JOL,2024,M08,7520.0
JTS000000000000000JOL,2024,M07,7426.0
JTS000000000000000JOL,2024,M06,7416.0
JTS000000000000000JOL,2024,M05,7782.0
JTS000000000000000JOL,2024,M04,7529.0
JTS000000000000000JOL,2024,M03,8206.0
JTS000000000000000JOL,2024,M02,8440.0
JTS000000000000000JOL,2024,M01,8378.0
JTS000000000000000JOL,2023,M12,8520.0
JTS000000000000000JOL,2023,M11,8602.0
JTS000000000000000JOL,2023,M10,8580.0
JTS000000000000000JOL,2023,M09,9259.0
JTS000000000000000JOL,2023,M08,9254.0
JTS000000000000000JOL,2023,M07,8657.0
JTS000000000000000JOL,2023,M06,9180.0
JTS000000000000000JOL,2023,M05,9368.0
JTS000000000000000JOL,2023,M04,9966.0
JTS000000000000000JOL,2023,M03,9655.0
JTS000000000000000JOL,2023,M02,9857.0
JTS000000000000000JOL,2023,M01,10318.0
JTS000000000000000JOL,2022,M12,10902.0
JTS000000000000000JOL,2022,M11,10632.0
JTS000000000000000JOL,2022,M10,10447.0
JTS000000000000000JOL,2022,M09,10800.0
JTS000000000000000JOL,2022,M08,10092.0
JTS000000000000000JOL,2022,M07,11576.0
JTS000000000000000JOL,2022,M06,11283.0
JTS000000000000000JOL,2022,M05,11535.0
JTS000000000000000JOL,2022,M04,11861.0
JTS000000000000000JOL,2022,M03,12301.0
JTS000000000000000JOL,2022,M02,11698.0
JTS000000000000000JOL,2022,M01,11210.0
JTS000000000000000JOL,2021,M12,11520.0
JTS000000000000000JOL,2021,M11,11199.0
JTS000000000000000JOL,2021,M10,11238.0
JTS000000000000000JOL,2021,M09,10834.0
JTS000000000000000JOL,2021,M08,10872.0
JTS000000000000000JOL,2021,M07,10983.0
JTS000000000000000JOL,2021,M06,10319.0
JTS000000000000000JOL,2021,M05,9954.0
JTS000000000000000JOL,2021,M04,9346.0
JTS000000000000000JOL,2021,M03,8499.0
JTS000000000000000JOL,2021,M02,7827.0
JTS000000000000000JOL,2021,M01,7162.0
JTS000000000000000JOL,2020,M12,6773.0
JTS000000000000000JOL,2020,M11,6820.0
JTS000000000000000JOL,2020,M10,6798.0
JTS000000000000000JOL,2020,M09,6511.0
JTS000000000000000JOL,2020,M08,6429.0
JTS000000000000000JOL,2020,M07,6530.0
JTS000000000000000JOL,2020,M06,6129.0
JTS000000000000000JOL,2020,M05,5612.0
JTS000000000000000JOL,2020,M04,4606.0
JTS000000000000000JOL,2020,M03,5894.0
JTS000000000000000JOL,2020,M02,6966.0
JTS000000000000000JOL,2020,M01,7124.0
JTS000000000000000JOL,2019,M12,6699.0
JTS000000000000000JOL,2019,M11,6888.0
JTS000000000000000JOL,2019,M10,7289.0
JTS000000000000000JOL,2019,M09,7124.0
JTS000000000000000JOL,2019,M08,7178.0
JTS000000000000000JOL,2019,M07,7042.0
JTS000000000000000JOL,2019,M06,7194.0
JTS000000000000000JOL,2019,M05,7275.0
JTS000000000000000JOL,2019,M04,7272.0
JTS000000000000000JOL,2019,M03,7317.0
JTS000000000000000JOL,2019,M02,7066.0
JTS000000000000000JOL,2019,M01,7502.0
JTS000000000000000JOL,2018,M12,7489.0
JTS000000000000000JOL,2018,M11,7594.0
JTS000000000000000JOL,2018,M10,7304.0
JTS000000000000000JOL,2018,M09,7411.0
JTS000000000000000JOL,2018,M08,7208.0
JTS000000000000000JOL,2018,M07,7190.0
JTS000000000000000JOL,2018,M06,7230.0
JTS000000000000000JOL,2018,M05,7016.0
JTS000000000000000JOL,2018,M04,6877.0
JTS000000000000000JOL,2018,M03,6818.0
JTS000000000000000JOL,2018,M02,6552.0
JTS000000000000000JOL,2018,M01,6621.0
JTS000000000000000JOL,2017,M12,6336.0
JTS000000000000000JOL,2017,M11,6271.0
JTS000000000000000JOL,2017,M10,6408.0
JTS000000000000000JOL,2017,M09,6320.0
JTS000000000000000JOL,2017,M08,6276.0
JTS000000000000000JOL,2017,M07,6238.0
JTS000000000000000JOL,2017,M06,6305.0
JTS000000000000000JOL,2017,M05,5826.0
JTS000000000000000JOL,2017,M04,6091.0
JTS000000000000000JOL,2017,M03,5811.0
JTS000000000000000JOL,2017,M02,5923.0
JTS000000000000000JOL,2017,M01,5617.0
JTS000000000000000JOL,2016,M12,5964.0
JTS000000000000000JOL,2016,M11,5971.0
JTS000000000000000JOL,2016,M10,5591.0
JTS000000000000000JOL,2016,M09,5868.0
JTS000000000000000JOL,2016,M08,5677.0
JTS000000000000000JOL,2016,M07,5962.0
JTS000000000000000JOL,2016,M06,5742.0
JTS000000000000000JOL,2016,M05,5777.0
JTS000000000000000JOL,2016,M04,5803.0
JTS000000000000000JOL,2016,M03,6129.0
JTS000000000000000JOL,2016,M02,5770.0
JTS000000000000000JOL,2016,M01,6012.0
JTS000000000000000JOL,2015,M12,5845.0
JTS000000000000000JOL,2015,M11,5708.0
JTS000000000000000JOL,2015,M10,5773.0
JTS000000000000000JOL,2015,M09,5488.0
JTS000000000000000JOL,2015,M08,5467.0
JTS000000000000000JOL,2015,M07,6056.0
JTS000000000000000JOL,2015,M06,5248.0
JTS000000000000000JOL,2015,M05,5563.0
JTS000000000000000JOL,2015,M04,5598.0
JTS000000000000000JOL,2015,M03,5210.0
JTS000000000000000JOL,2015,M02,5466.0
JTS000000000000000JOL,2015,M01,5344.0
